10002	AFFECTS	C0020119
10002	AFFECTS	C0032058
10002	AFFECTS	C0035298
10002	ASSOCIATED_WITH	C0020498
10002	ASSOCIATED_WITH	C0036221
10002	AUGMENTS	C1272575
10002	CAUSES	C0020963
10002	CAUSES	C0035304
10002	CAUSES	C0231341
10002	COEXISTS_WITH	C0025729
